"id","loan_tenure_in_months","loan_amount","status","date_created","date_won","company_id"
25812,6,9600.00,"rejected","2019-03-02 05:08:31",NULL,198
25813,6,10000.00,"rejected","2019-03-02 05:17:55",NULL,225
25814,24,20000.00,"rejected","2019-03-02 05:44:35",NULL,198
25815,12,46000.00,"rejected","2019-03-02 05:46:59",NULL,385
25816,6,30000.00,"rejected","2019-03-02 06:04:31",NULL,425
25817,24,30000.00,"rejected","2019-03-02 06:29:09",NULL,165
25818,6,30000.00,"rejected","2019-03-02 06:32:54",NULL,425
25819,12,20000.00,"rejected","2019-03-02 06:38:07",NULL,425
25820,12,20000.00,"rejected","2019-03-02 06:50:25",NULL,198
25821,24,31000.00,"rejected","2019-03-02 06:50:43",NULL,122
25822,6,35000.00,"rejected","2019-03-02 07:21:20",NULL,385
25823,6,15000.00,"accepted","2019-03-02 07:27:59","2019-03-06 13:49:07",198
25824,12,30000.00,"rejected","2019-03-02 07:32:16",NULL,64
25825,1,1000.00,"rejected","2019-03-02 07:33:07",NULL,425
25826,24,50000.00,"rejected","2019-03-02 07:45:01",NULL,210
25827,6,16000.00,"accepted","2019-03-02 08:07:30","2019-03-07 02:40:43",198
25828,6,20000.00,"rejected","2019-03-02 08:22:24",NULL,414
25829,12,20000.00,"rejected","2019-03-02 08:27:30",NULL,425
25830,12,38000.00,"accepted","2019-03-02 08:33:49","2019-03-06 10:34:29",385
25831,12,38000.00,"accepted","2019-03-02 08:37:37","2019-03-06 10:49:51",385
25832,1,10000.00,"rejected","2019-03-02 09:27:50",NULL,425
25833,12,46000.00,"accepted","2019-03-02 09:33:13","2019-03-06 10:42:51",385
25834,3,10000.00,"rejected","2019-03-02 09:44:01",NULL,385
25835,12,100000.00,"accepted","2019-03-02 09:50:57","2019-03-13 14:59:27",385
25836,24,72000.00,"accepted","2019-03-02 09:52:29","2019-03-07 06:33:43",214
25837,6,10000.00,"accepted","2019-03-02 10:13:16","2019-03-07 05:20:33",198
25838,1,5904.90,"rejected","2019-03-02 10:13:32",NULL,425
25839,6,20000.00,"rejected","2019-03-02 10:49:35",NULL,425
25840,12,50000.00,"rejected","2019-03-02 10:59:37",NULL,427
25841,3,5000.00,"rejected","2019-03-02 11:44:03",NULL,390
25842,1,15000.00,"rejected","2019-03-02 14:09:13",NULL,425
25843,24,50000.00,"rejected","2019-03-02 14:16:33",NULL,198
25844,12,16000.00,"accepted","2019-03-02 14:26:21","2019-05-09 04:00:31",198
25845,6,10000.00,"rejected","2019-03-02 14:45:55",NULL,198
25846,6,8100.00,"rejected","2019-03-02 15:16:32",NULL,127
25847,6,20000.00,"rejected","2019-03-02 15:21:12",NULL,403
25848,3,3000.00,"rejected","2019-03-02 15:32:03",NULL,140
25849,6,10000.00,"rejected","2019-03-02 17:34:13",NULL,425
25850,1,3000.00,"rejected","2019-03-02 17:39:10",NULL,322
25851,3,5000.00,"rejected","2019-03-02 18:06:12",NULL,385
25852,3,3000.00,"rejected","2019-03-02 18:29:59",NULL,322
25853,6,29500.00,"accepted","2019-03-02 20:49:10","2019-03-13 12:06:07",425
25854,24,10000.00,"rejected","2019-03-02 23:25:17",NULL,210
25855,24,25000.00,"rejected","2019-03-02 23:29:13",NULL,425
25856,1,12000.00,"rejected","2019-03-02 23:57:56",NULL,425
25857,12,25000.00,"rejected","2019-03-03 00:31:24",NULL,198
25858,24,50000.00,"rejected","2019-03-03 00:36:39",NULL,198
25859,1,1500.00,"rejected","2019-03-03 01:33:50",NULL,119
25860,12,20000.00,"rejected","2019-03-03 01:41:23",NULL,414
25861,3,15000.00,"rejected","2019-03-03 01:49:40",NULL,322
25862,12,20000.00,"rejected","2019-03-03 02:36:18",NULL,425
25863,3,25000.00,"rejected","2019-03-03 02:37:49",NULL,387
25864,6,15000.00,"rejected","2019-03-03 02:58:30",NULL,425
25865,6,30000.00,"rejected","2019-03-03 03:15:50",NULL,425
25866,12,15000.00,"rejected","2019-03-03 03:39:02",NULL,425
25867,12,45000.00,"accepted","2019-03-03 03:46:54","2019-03-06 15:23:06",385
25868,6,50000.00,"rejected","2019-03-03 03:55:55",NULL,382
25869,6,10500.00,"accepted","2019-03-03 04:18:03","2019-03-06 13:32:17",198
25870,12,30000.00,"rejected","2019-03-03 04:42:59",NULL,425
25871,24,100000.00,"rejected","2019-03-03 04:58:31",NULL,318
25872,12,47000.00,"accepted","2019-03-03 05:45:41","2019-03-06 12:26:22",385
25873,24,52500.00,"rejected","2019-03-03 05:48:45",NULL,198
25874,12,30000.00,"accepted","2019-03-03 06:35:57","2019-03-06 12:35:00",330
25875,24,60000.00,"rejected","2019-03-03 06:39:21",NULL,385
25876,12,33000.00,"accepted","2019-03-03 06:40:02","2019-03-06 12:38:25",385
25877,6,13500.00,"accepted","2019-03-03 06:59:50","2019-03-12 12:35:05",267
25878,6,15000.00,"accepted","2019-03-03 07:20:50","2019-03-22 10:40:32",425
25879,6,20000.00,"rejected","2019-03-03 07:33:49",NULL,312
25880,6,5000.00,"rejected","2019-03-03 07:35:49",NULL,119
25881,12,20000.00,"rejected","2019-03-03 07:45:09",NULL,267
25882,12,20000.00,"rejected","2019-03-03 07:46:37",NULL,267
25883,6,24300.00,"rejected","2019-03-03 08:15:46",NULL,425
25884,12,30000.00,"rejected","2019-03-03 08:35:19",NULL,414
25885,12,23000.00,"accepted","2019-03-03 08:46:20","2019-03-07 10:41:57",380
25886,6,15000.00,"rejected","2019-03-03 08:49:00",NULL,425
25887,3,70000.00,"rejected","2019-03-03 08:49:59",NULL,412
25888,3,9000.00,"rejected","2019-03-03 08:50:59",NULL,79
25889,12,40000.00,"accepted","2019-03-03 08:57:53","2019-03-06 13:29:24",385
25890,24,34500.00,"rejected","2019-03-03 08:59:34",NULL,198
25891,1,20000.00,"rejected","2019-03-03 09:02:39",NULL,198
25892,12,20000.00,"rejected","2019-03-03 09:04:38",NULL,425
25893,24,50000.00,"rejected","2019-03-03 09:37:23",NULL,127
25894,24,40000.00,"rejected","2019-03-03 09:42:35",NULL,162
25895,12,25000.00,"rejected","2019-03-03 10:10:20",NULL,425
25896,24,80000.00,"rejected","2019-03-03 11:53:05",NULL,391
25897,6,6000.00,"rejected","2019-03-03 12:45:22",NULL,58
25898,6,10000.00,"rejected","2019-03-03 13:03:19",NULL,198
25899,24,20000.00,"rejected","2019-03-03 13:22:55",NULL,198
25900,6,15000.00,"accepted","2019-03-03 13:41:25","2019-03-06 13:21:48",425
25901,6,15000.00,"rejected","2019-03-03 13:48:08",NULL,425
25902,12,30000.00,"rejected","2019-03-03 14:06:05",NULL,414
25903,12,30000.00,"rejected","2019-03-03 14:53:09",NULL,127
25904,6,50000.00,"rejected","2019-03-03 14:54:14",NULL,126
25905,6,16000.00,"accepted","2019-03-03 15:03:38","2019-03-07 04:33:41",330
25906,6,15000.00,"rejected","2019-03-03 15:17:28",NULL,425
25907,6,15000.00,"rejected","2019-03-03 15:27:46",NULL,425
25908,6,20000.00,"rejected","2019-03-03 16:30:39",NULL,198
25909,6,15000.00,"rejected","2019-03-03 17:14:26",NULL,425
25910,1,1800.00,"accepted","2019-03-03 18:40:51","2019-03-06 12:18:19",119
25911,1,10000.00,"rejected","2019-03-03 18:46:02",NULL,407
25912,6,15000.00,"rejected","2019-03-03 22:53:10",NULL,425
25913,12,65000.00,"accepted","2019-03-03 23:04:14","2019-03-06 12:30:27",385
25914,6,20000.00,"accepted","2019-03-03 23:15:26","2019-03-06 11:08:53",387
25915,6,20000.00,"rejected","2019-03-03 23:23:40",NULL,425
25916,24,50000.00,"rejected","2019-03-03 23:37:10",NULL,290
25917,12,25000.00,"rejected","2019-03-03 23:49:09",NULL,414
25918,1,1500.00,"accepted","2019-03-03 23:58:11","2019-03-08 11:29:56",385
25919,24,50000.00,"rejected","2019-03-04 00:00:44",NULL,198
25920,6,14000.00,"accepted","2019-03-04 00:00:44","2019-03-08 09:29:07",392
25921,1,15000.00,"rejected","2019-03-04 00:05:45",NULL,425
25922,12,15000.00,"rejected","2019-03-04 00:46:44",NULL,119
25923,1,200000.00,"rejected","2019-03-04 00:50:08",NULL,341
25924,1,5000.00,"rejected","2019-03-04 01:13:04",NULL,127
25925,6,30000.00,"rejected","2019-03-04 01:16:19",NULL,425
25926,6,10000.00,"rejected","2019-03-04 01:19:07",NULL,425
25927,3,11000.00,"accepted","2019-03-04 01:37:46","2019-03-07 04:03:15",200
25928,6,9800.00,"accepted","2019-03-04 01:43:11","2019-03-06 13:49:54",198
25929,24,125000.00,"accepted","2019-03-04 01:45:11","2019-03-13 07:05:55",75
25930,6,16000.00,"rejected","2019-03-04 01:48:04",NULL,414
25931,6,20000.00,"rejected","2019-03-04 02:11:57",NULL,425
25932,24,10000.00,"rejected","2019-03-04 02:15:15",NULL,385
25933,1,15000.00,"rejected","2019-03-04 02:17:56",NULL,425
25934,6,22000.00,"accepted","2019-03-04 02:21:12","2019-03-06 13:22:41",111
25934,6,22000.00,"accepted","2019-03-04 02:21:12","2019-03-06 13:22:41",732
25935,6,15000.00,"rejected","2019-03-04 02:21:58",NULL,425
25936,1,10000.00,"rejected","2019-03-04 02:32:22",NULL,162
25937,3,7200.00,"accepted","2019-03-04 02:40:05","2019-03-12 11:14:50",350
25938,6,20000.00,"rejected","2019-03-04 02:49:52",NULL,425
25939,1,8000.00,"rejected","2019-03-04 02:56:00",NULL,290
25940,1,5000.00,"rejected","2019-03-04 02:57:13",NULL,198
25941,6,10000.00,"rejected","2019-03-04 03:02:42",NULL,245
25942,12,32000.00,"accepted","2019-03-04 03:03:57","2019-03-06 13:17:07",385
25943,6,25000.00,"rejected","2019-03-04 03:13:04",NULL,425
25944,6,20000.00,"rejected","2019-03-04 03:16:14",NULL,331
25945,12,15000.00,"rejected","2019-03-04 03:29:58",NULL,198
25946,12,46000.00,"accepted","2019-03-04 03:38:59","2019-03-08 11:17:27",380
25947,3,16200.00,"rejected","2019-03-04 03:41:52",NULL,346
25948,12,23000.00,"accepted","2019-03-04 04:13:51","2019-03-06 13:23:34",198
25949,12,210000.00,"accepted","2019-03-04 04:34:05","2019-03-06 13:30:19",385
25950,12,40000.00,"accepted","2019-03-04 04:35:19","2019-03-06 12:32:13",385
25951,1,3000.00,"rejected","2019-03-04 04:38:45",NULL,198
25952,12,20000.00,"rejected","2019-03-04 04:45:55",NULL,198
25953,1,10000.00,"rejected","2019-03-04 04:50:14",NULL,198
25954,6,20000.00,"rejected","2019-03-04 04:52:43",NULL,198
25955,6,14000.00,"rejected","2019-03-04 04:57:23",NULL,198
25956,3,15000.00,"rejected","2019-03-04 05:11:49",NULL,274
25957,24,30000.00,"rejected","2019-03-04 05:22:05",NULL,198
25958,12,26000.00,"accepted","2019-03-04 05:27:19","2019-03-07 08:00:34",330
25959,6,14300.00,"accepted","2019-03-04 05:34:59","2019-03-07 05:15:15",198
25960,12,35000.00,"accepted","2019-03-04 05:35:10","2019-03-07 06:26:43",330
25961,6,30000.00,"rejected","2019-03-04 05:43:27",NULL,214
25962,12,20000.00,"rejected","2019-03-04 05:45:28",NULL,198
25963,6,7000.00,"rejected","2019-03-04 05:47:42",NULL,425
25964,6,20000.00,"rejected","2019-03-04 05:55:48",NULL,127
25965,12,60000.00,"rejected","2019-03-04 06:00:21",NULL,140
25966,24,75000.00,"accepted","2019-03-04 06:04:47","2019-03-19 09:48:56",140
25967,6,5000.00,"rejected","2019-03-04 06:05:11",NULL,425
25968,6,26000.00,"rejected","2019-03-04 06:08:30",NULL,385
25969,12,20000.00,"rejected","2019-03-04 06:15:00",NULL,386
25970,12,40000.00,"accepted","2019-03-04 06:20:22","2019-03-06 12:41:33",385
25971,1,5500.00,"rejected","2019-03-04 06:22:19",NULL,403
25972,12,40000.00,"accepted","2019-03-04 06:32:15","2019-03-06 12:49:21",385
25973,6,16000.00,"rejected","2019-03-04 06:34:47",NULL,119
25974,24,85000.00,"rejected","2019-03-04 06:40:41",NULL,127
25975,6,10000.00,"rejected","2019-03-04 06:41:30",NULL,425
25976,6,18400.00,"accepted","2019-03-04 06:42:16","2019-03-27 04:13:08",425
25977,24,60000.00,"rejected","2019-03-04 06:49:51",NULL,425
25978,12,50000.00,"rejected","2019-03-04 06:55:58",NULL,225
25979,12,20000.00,"rejected","2019-03-04 07:08:31",NULL,198
25980,1,2500.00,"accepted","2019-03-04 07:11:05","2019-03-06 01:38:12",407
25981,6,18000.00,"accepted","2019-03-04 07:12:13","2019-03-06 12:48:20",198
25982,12,42000.00,"accepted","2019-03-04 07:17:45","2019-03-07 06:52:09",414
25983,6,65000.00,"rejected","2019-03-04 07:19:06",NULL,387
25984,12,40000.00,"accepted","2019-03-04 07:21:36","2019-03-06 13:43:19",385
25985,1,100000.00,"rejected","2019-03-04 07:21:41",NULL,390
25986,24,45000.00,"rejected","2019-03-04 07:24:32",NULL,198
25987,24,15000.00,"rejected","2019-03-04 07:25:14",NULL,198
25988,12,50000.00,"rejected","2019-03-04 07:25:51",NULL,425
25989,3,50000.00,"rejected","2019-03-04 07:38:13",NULL,249
25990,6,41000.00,"accepted","2019-03-04 07:47:27","2019-03-07 05:28:51",198
25991,24,85000.00,"accepted","2019-03-04 07:56:32","2019-03-08 11:06:27",141
25992,12,40000.00,"accepted","2019-03-04 08:02:59","2019-03-06 15:45:34",385
25993,3,5000.00,"rejected","2019-03-04 08:06:35",NULL,245
25994,1,50000.00,"rejected","2019-03-04 08:08:30",NULL,237
25995,12,42000.00,"accepted","2019-03-04 08:10:52","2019-03-08 09:24:12",385
25996,6,15000.00,"accepted","2019-03-04 08:11:11","2019-03-28 02:43:55",425
25997,6,10000.00,"rejected","2019-03-04 08:13:00",NULL,127
25998,24,40000.00,"rejected","2019-03-04 08:15:37",NULL,425
25999,6,35000.00,"accepted","2019-03-04 08:28:03","2019-03-07 10:10:57",427
26000,6,25000.00,"rejected","2019-03-04 08:35:41",NULL,385
26001,24,20000.00,"rejected","2019-03-04 08:36:53",NULL,387
26002,6,45000.00,"rejected","2019-03-04 08:42:44",NULL,127
26003,12,40000.00,"rejected","2019-03-04 08:45:24",NULL,425
26004,24,30000.00,"rejected","2019-03-04 08:52:48",NULL,385
26005,12,15000.00,"rejected","2019-03-04 08:55:09",NULL,198
26006,12,30000.00,"accepted","2019-03-04 08:56:21","2019-03-06 13:40:18",330
26007,12,43000.00,"accepted","2019-03-04 09:05:16","2019-03-07 04:16:37",385
26008,6,18000.00,"accepted","2019-03-04 09:08:10","2019-05-15 07:57:55",318
26009,6,15000.00,"rejected","2019-03-04 09:19:36",NULL,425
26010,3,7700.00,"accepted","2019-03-04 09:33:00","2019-03-14 15:20:32",307
26011,12,30000.00,"accepted","2019-03-04 09:38:39","2019-03-07 07:56:16",330
26012,12,40000.00,"rejected","2019-03-04 09:39:04",NULL,385
26013,12,19000.00,"accepted","2019-03-04 09:41:22","2019-03-07 10:14:59",380
26014,12,20000.00,"rejected","2019-03-04 09:47:52",NULL,425
26015,6,75000.00,"rejected","2019-03-04 09:50:32",NULL,108
26016,6,25000.00,"rejected","2019-03-04 10:03:05",NULL,64
26017,6,15000.00,"rejected","2019-03-04 10:26:00",NULL,425
26018,24,200000.00,"rejected","2019-03-04 10:44:05",NULL,122
26019,24,200000.00,"accepted","2019-03-04 11:15:17","2019-03-13 09:01:07",122
26020,12,45000.00,"accepted","2019-03-04 11:15:53","2019-03-08 10:10:57",385
26021,3,18000.00,"rejected","2019-03-04 11:21:34",NULL,385
26022,6,20000.00,"rejected","2019-03-04 11:59:37",NULL,119
26023,3,20000.00,"rejected","2019-03-04 12:20:12",NULL,324
26024,6,15000.00,"accepted","2019-03-04 12:21:13","2019-03-13 11:49:20",425
26025,12,23500.00,"accepted","2019-03-04 12:35:51","2019-03-13 05:28:24",198
26026,6,20000.00,"rejected","2019-03-04 12:40:51",NULL,425
26027,6,15000.00,"accepted","2019-03-04 12:43:45","2019-03-07 08:27:12",425
26028,24,210000.00,"rejected","2019-03-04 13:13:32",NULL,35
26029,6,15000.00,"rejected","2019-03-04 13:22:58",NULL,198
26030,6,45000.00,"rejected","2019-03-04 13:26:43",NULL,198
26031,24,135000.00,"rejected","2019-03-04 13:34:30",NULL,212
26031,24,135000.00,"rejected","2019-03-04 13:34:30",NULL,213
26032,6,25000.00,"accepted","2019-03-04 13:40:34","2019-03-14 12:45:54",425
26033,3,7700.00,"accepted","2019-03-04 13:43:53","2019-03-07 10:22:35",198
26034,6,30000.00,"rejected","2019-03-04 13:49:12",NULL,326
26035,1,5000.00,"rejected","2019-03-04 13:50:20",NULL,127
26036,12,50000.00,"rejected","2019-03-04 13:53:44",NULL,385
26037,1,3000.00,"rejected","2019-03-04 14:03:09",NULL,385
26038,6,23000.00,"accepted","2019-03-04 14:16:44","2019-03-08 10:29:40",385
26039,3,24300.00,"accepted","2019-03-04 14:19:35","2019-03-07 10:34:36",326
26040,12,20000.00,"rejected","2019-03-04 14:21:46",NULL,126
26041,3,10000.00,"rejected","2019-03-04 14:30:02",NULL,414
26042,1,20000.00,"rejected","2019-03-04 14:58:56",NULL,330
26043,1,50000.00,"open application","2019-03-04 15:01:07",NULL,385
26044,6,16000.00,"rejected","2019-03-04 15:02:22",NULL,414
26045,3,10000.00,"rejected","2019-03-04 15:11:27",NULL,403
26046,6,6000.00,"accepted","2019-03-04 15:50:21","2019-03-12 11:21:39",198
26047,6,14000.00,"accepted","2019-03-04 16:42:04","2019-03-13 11:56:43",403
26048,12,20000.00,"rejected","2019-03-04 17:10:47",NULL,391
26049,6,10000.00,"rejected","2019-03-04 17:41:58",NULL,425
26050,6,20000.00,"rejected","2019-03-04 17:45:58",NULL,119
26051,12,10000.00,"rejected","2019-03-04 18:09:44",NULL,210
26052,6,15000.00,"rejected","2019-03-04 18:33:13",NULL,425
26053,6,30000.00,"accepted","2019-03-04 19:37:22","2019-03-12 12:03:42",425
26054,12,20000.00,"rejected","2019-03-04 20:32:48",NULL,425
26055,24,52000.00,"accepted","2019-03-04 20:37:46","2019-03-08 10:33:43",214
26056,6,24000.00,"rejected","2019-03-04 20:52:35",NULL,210
26057,6,21000.00,"accepted","2019-03-04 20:53:04","2019-03-08 10:14:55",385
26058,6,22900.00,"accepted","2019-03-04 21:37:11","2019-03-14 12:47:19",425
26059,12,50000.00,"accepted","2019-03-04 22:18:45","2019-03-18 04:29:23",119
26060,6,13000.00,"accepted","2019-03-04 22:34:20","2019-03-07 04:40:05",198
26061,6,30000.00,"rejected","2019-03-04 23:00:10",NULL,425
26062,24,50000.00,"rejected","2019-03-04 23:10:00",NULL,318
26063,1,48000.00,"rejected","2019-03-04 23:24:57",NULL,214
26064,6,26000.00,"accepted","2019-03-04 23:27:26","2019-03-08 11:16:28",214
26065,12,45000.00,"rejected","2019-03-05 00:05:36",NULL,210
26066,12,15000.00,"rejected","2019-03-05 00:43:43",NULL,377
26067,12,30000.00,"rejected","2019-03-05 00:44:44",NULL,237
26068,6,16500.00,"accepted","2019-03-05 00:52:44","2019-03-07 05:18:57",198
26069,24,36450.00,"rejected","2019-03-05 00:57:34",NULL,198
26070,3,11400.00,"accepted","2019-03-05 01:25:54","2019-03-06 01:45:51",364
26071,6,18500.00,"accepted","2019-03-05 01:32:15","2019-03-12 11:19:37",425
26072,24,55000.00,"accepted","2019-03-05 01:35:49","2019-03-08 10:28:54",318
26073,12,12000.00,"rejected","2019-03-05 01:49:19",NULL,425
26074,6,20000.00,"rejected","2019-03-05 01:53:57",NULL,425
26075,6,20000.00,"rejected","2019-03-05 01:54:22",NULL,427
26076,12,35000.00,"accepted","2019-03-05 02:16:11","2019-03-07 05:30:31",198
26077,1,18630.00,"rejected","2019-03-05 02:16:15",NULL,307
26078,6,12000.00,"accepted","2019-03-05 02:18:37","2019-03-07 08:19:45",380
26079,12,10000.00,"rejected","2019-03-05 02:23:10",NULL,414
26080,6,32000.00,"rejected","2019-03-05 02:32:42",NULL,214
26081,12,35000.00,"rejected","2019-03-05 02:35:18",NULL,425
26082,12,22000.00,"rejected","2019-03-05 02:36:14",NULL,425
26083,24,35000.00,"rejected","2019-03-05 02:39:53",NULL,198
26084,12,38000.00,"accepted","2019-03-05 02:45:55","2019-03-08 11:39:13",385
26085,6,10000.00,"rejected","2019-03-05 02:51:31",NULL,122
26086,6,16500.00,"rejected","2019-03-05 02:55:57",NULL,425
26087,3,6000.00,"accepted","2019-03-05 02:57:57","2019-04-15 02:49:17",410
26088,12,20000.00,"accepted","2019-03-05 02:59:30","2019-03-08 09:19:22",385
26089,12,30000.00,"rejected","2019-03-05 03:00:09",NULL,127
26090,12,42000.00,"accepted","2019-03-05 03:03:42","2019-03-07 05:03:07",385
26091,6,11000.00,"accepted","2019-03-05 03:05:22","2019-03-13 09:08:30",414
26092,6,20000.00,"rejected","2019-03-05 03:05:33",NULL,425
26093,12,54000.00,"accepted","2019-03-05 03:24:26","2019-03-08 09:15:15",385
26094,6,20000.00,"accepted","2019-03-05 03:25:46","2019-07-11 03:47:31",425
26095,12,100000.00,"rejected","2019-03-05 03:32:45",NULL,425
26096,12,34000.00,"accepted","2019-03-05 03:35:12","2019-03-12 10:58:19",290
26097,12,10000.00,"rejected","2019-03-05 03:36:12",NULL,127
26098,12,40000.00,"accepted","2019-03-05 03:36:39","2019-03-07 05:09:46",385
26099,12,50000.00,"rejected","2019-03-05 03:41:03",NULL,425
26100,12,10000.00,"rejected","2019-03-05 03:42:01",NULL,198
26101,12,30000.00,"accepted","2019-03-05 03:47:17","2019-03-08 09:35:54",385
26102,1,6500.00,"accepted","2019-03-05 03:57:29","2019-03-07 10:49:15",307
26103,6,19000.00,"accepted","2019-03-05 03:59:13","2019-03-07 08:16:52",414
26104,12,40000.00,"accepted","2019-03-05 04:09:00","2019-03-13 07:15:08",385
26105,12,48000.00,"accepted","2019-03-05 04:12:35","2019-03-07 08:23:06",414
26106,3,6000.00,"rejected","2019-03-05 04:13:22",NULL,69
26107,1,2300.00,"accepted","2019-03-05 04:13:25","2019-03-12 09:58:27",119
26108,24,20000.00,"rejected","2019-03-05 04:15:47",NULL,210
26109,24,20000.00,"rejected","2019-03-05 04:18:27",NULL,119
26110,6,20000.00,"rejected","2019-03-05 04:19:06",NULL,425
26111,24,100000.00,"rejected","2019-03-05 04:21:45",NULL,414
26112,12,10000.00,"rejected","2019-03-05 04:31:18",NULL,425
26113,12,27000.00,"accepted","2019-03-05 04:33:25","2019-03-07 04:55:04",330
26114,3,5400.00,"accepted","2019-03-05 04:34:41","2019-03-08 11:26:36",119
26115,6,15000.00,"accepted","2019-03-05 04:41:18","2019-09-16 09:15:41",425
26116,3,12000.00,"rejected","2019-03-05 04:48:08",NULL,307
26117,1,50000.00,"rejected","2019-03-05 04:56:25",NULL,385
26118,3,10000.00,"rejected","2019-03-05 04:57:05",NULL,427
26119,12,38000.00,"accepted","2019-03-05 05:02:34","2019-03-07 05:36:32",385
26120,6,20000.00,"accepted","2019-03-05 05:03:41","2019-03-27 03:33:49",425
26121,24,50000.00,"rejected","2019-03-05 05:16:11",NULL,127
26122,24,30000.00,"rejected","2019-03-05 05:18:26",NULL,95
26123,12,16500.00,"accepted","2019-03-05 05:19:13","2019-03-07 08:25:05",198
26124,6,20000.00,"accepted","2019-03-05 05:22:11","2019-04-11 06:08:08",425
26125,24,30000.00,"rejected","2019-03-05 05:23:19",NULL,385
26126,6,14000.00,"accepted","2019-03-05 05:24:39","2019-03-13 11:55:50",124
26127,12,32000.00,"accepted","2019-03-05 05:30:23","2019-03-07 06:30:55",198
26128,6,15000.00,"rejected","2019-03-05 05:32:29",NULL,425
26129,6,18000.00,"accepted","2019-03-05 05:37:42","2019-03-21 02:41:54",425
26130,6,20000.00,"accepted","2019-03-05 05:42:53","2019-04-26 09:35:22",425
26131,6,8000.00,"rejected","2019-03-05 05:43:58",NULL,198
26132,3,3000.00,"rejected","2019-03-05 05:57:53",NULL,245
26133,3,20000.00,"rejected","2019-03-05 05:58:35",NULL,414
26134,12,39000.00,"accepted","2019-03-05 06:03:35","2019-03-08 09:36:40",385
26135,1,16200.00,"rejected","2019-03-05 06:04:18",NULL,414
26136,12,10000.00,"rejected","2019-03-05 06:26:10",NULL,425
26137,12,25000.00,"accepted","2019-03-05 06:26:12","2019-03-08 10:59:21",385
26138,12,43000.00,"accepted","2019-03-05 06:27:22","2019-03-12 11:22:44",385
26139,6,35000.00,"rejected","2019-03-05 06:32:20",NULL,425
26140,12,60000.00,"accepted","2019-03-05 06:54:14","2019-03-08 09:13:13",385
26141,1,35000.00,"rejected","2019-03-05 06:59:50",NULL,318
26142,6,10000.00,"accepted","2019-03-05 07:03:03","2019-03-08 09:28:22",385
26143,12,20000.00,"accepted","2019-03-05 07:11:56","2019-03-07 10:20:10",198
26144,12,50000.00,"rejected","2019-03-05 07:22:13",NULL,385
26145,6,20000.00,"accepted","2019-03-05 07:25:19","2019-03-07 10:19:27",414
26146,6,10000.00,"rejected","2019-03-05 07:25:54",NULL,412
26147,1,40000.00,"rejected","2019-03-05 07:26:32",NULL,425
26148,12,15000.00,"rejected","2019-03-05 07:29:07",NULL,127
26149,6,20000.00,"rejected","2019-03-05 07:29:09",NULL,297
26150,12,32000.00,"rejected","2019-03-05 07:29:09",NULL,318
26151,12,48000.00,"accepted","2019-03-05 07:32:26","2019-03-08 09:26:24",385
26152,6,5000.00,"rejected","2019-03-05 07:36:09",NULL,198
26153,1,50000.00,"rejected","2019-03-05 07:46:47",NULL,385
26154,6,20000.00,"rejected","2019-03-05 07:46:54",NULL,425
26155,12,50000.00,"rejected","2019-03-05 07:48:10",NULL,385
26156,12,29000.00,"accepted","2019-03-05 07:48:27","2019-03-08 09:29:55",385
26157,24,60000.00,"rejected","2019-03-05 07:55:57",NULL,127
26158,12,32000.00,"rejected","2019-03-05 07:56:35",NULL,385
26159,12,50000.00,"accepted","2019-03-05 07:58:12","2019-03-08 09:33:28",385
26160,1,50000.00,"rejected","2019-03-05 07:59:06",NULL,385
26161,12,10000.00,"rejected","2019-03-05 07:59:41",NULL,162
26162,24,10000.00,"rejected","2019-03-05 08:02:27",NULL,385
26163,12,38000.00,"accepted","2019-03-05 08:05:51","2019-03-13 13:30:50",318
26164,1,15000.00,"rejected","2019-03-05 08:08:52",NULL,198
26165,6,10500.00,"accepted","2019-03-05 08:17:55","2019-03-08 11:23:04",392
26166,12,20000.00,"rejected","2019-03-05 08:20:06",NULL,425
26167,12,46000.00,"accepted","2019-03-05 08:21:28","2019-03-08 11:31:36",385
26168,36,20000.00,"rejected","2019-03-05 08:24:58",NULL,425
26169,1,60000.00,"rejected","2019-03-05 08:25:37",NULL,324
26170,6,35000.00,"rejected","2019-03-05 08:28:31",NULL,425
26171,24,50000.00,"rejected","2019-03-05 08:29:09",NULL,425
26172,6,15000.00,"accepted","2019-03-05 08:32:07","2019-03-07 08:03:03",198
26173,12,30000.00,"rejected","2019-03-05 08:34:32",NULL,385
26174,6,40000.00,"rejected","2019-03-05 08:37:41",NULL,307
26175,24,30000.00,"rejected","2019-03-05 08:48:18",NULL,412
26176,12,30000.00,"rejected","2019-03-05 08:50:20",NULL,252
26177,12,25000.00,"rejected","2019-03-05 08:53:55",NULL,267
26178,6,18600.00,"accepted","2019-03-05 08:54:23","2019-06-04 08:54:03",425
26179,6,20000.00,"rejected","2019-03-05 09:04:48",NULL,425
26180,6,17000.00,"accepted","2019-03-05 09:08:39","2019-03-21 10:25:39",414
26181,1,28000.00,"rejected","2019-03-05 09:10:09",NULL,385
26182,1,18000.00,"rejected","2019-03-05 09:16:52",NULL,414
26183,12,45000.00,"accepted","2019-03-05 09:17:57","2019-03-08 11:35:37",385
26184,12,25000.00,"rejected","2019-03-05 09:36:42",NULL,425
26185,6,107000.00,"accepted","2019-03-05 09:43:34","2019-03-12 09:55:30",382
